Plugin ID,CVE,CVSS,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"10028","","","None","paradanerd.com.br","udp","53","DNS Server BIND version Directive Remote Version Detection","It is possible to obtain the version number of the remote DNS server.","The remote host is running BIND or another DNS server that reports its
version number when it receives a special request for the text
'version.bind' in the domain 'chaos'. 

This version is not necessarily accurate and could even be forged, as
some DNS servers send the information based on a configuration file.","It is possible to hide the version number of BIND by using the
'version' directive in the 'options' section in named.conf.","","
  Version : 9.8.2rc1-RedHat-9.8.2-0.47.rc1.el6_8.3
"
"10092","","","None","paradanerd.com.br","tcp","21","FTP Server Detection","An FTP server is listening on a remote port.","It is possible to obtain the banner of the remote FTP server by
connecting to a remote port.","n/a","","
The remote FTP banner is :

220---------- Welcome to Pure-FTPd [privsep] [TLS] ----------
220-You are user number 5 of 150 allowed.
220-Local time is now 11:43. Server port: 21.
220-IPv6 connections are also welcome on this server.
220 You will be disconnected after 15 minutes of inactivity.
"
"10107","","","None","paradanerd.com.br","tcp","80","HTTP Server Type and Version","A web server is running on the remote host.","This plugin attempts to determine the type and the version of the
  remote web server.","n/a","","The remote web server type is :

nginx/1.12.2"
"10107","","","None","paradanerd.com.br","tcp","443","HTTP Server Type and Version","A web server is running on the remote host.","This plugin attempts to determine the type and the version of the
  remote web server.","n/a","","The remote web server type is :

nginx/1.12.2"
"10107","","","None","paradanerd.com.br","tcp","8080","HTTP Server Type and Version","A web server is running on the remote host.","This plugin attempts to determine the type and the version of the
  remote web server.","n/a","","The remote web server type is :

nginx/1.12.2"
"10185","","","None","paradanerd.com.br","tcp","110","POP Server Detection","A POP server is listening on the remote port.","The remote host is running a server that understands the Post Office
Protocol (POP), used by email clients to retrieve messages from a
server, possibly across a network link.","Disable this service if you do not use it.","https://en.wikipedia.org/wiki/Post_Office_Protocol","
Remote POP server banner :

+OK Dovecot ready.
"
"10263","","","None","paradanerd.com.br","tcp","587","SMTP Server Detection","An SMTP server is listening on the remote port.","The remote host is running a mail (SMTP) server on this port. 

Since SMTP servers are the targets of spammers, it is recommended you
disable it if you do not use it.","Disable this service if you do not use it, or filter incoming traffic
to this port.","","
Remote SMTP server banner :

220-e4.ehosts.com ESMTP Exim 4.91 #1 Tue, 25 Sep 2018 11:40:27 -0500 
220-We do not authorize the use of this system to transport unsolicited, 
220 and/or bulk e-mail.
"
"10287","","","None","paradanerd.com.br","udp","0","Traceroute Information","It was possible to obtain traceroute information.","Makes a traceroute to the remote host.","n/a","","For your information, here is the traceroute from 192.168.0.19 to 108.167.160.37 : 
192.168.0.19
192.168.0.1
10.18.0.1
189.7.72.11
200.174.147.109
200.244.213.103
200.230.230.20
38.122.46.5
154.54.6.101
154.54.28.70
154.54.40.54
154.24.45.58
38.122.196.34
216.117.50.134
108.167.133.82
108.167.160.37

Hop Count: 15
"
"10302","","","None","paradanerd.com.br","tcp","80","Web Server robots.txt Information Disclosure","The remote web server contains a 'robots.txt' file.","The remote host contains a file named 'robots.txt' that is intended to
prevent web 'robots' from visiting certain directories in a website for
maintenance or indexing purposes.  A malicious user may also be able to
use the contents of this file to learn of sensitive documents or
directories on the affected site and either retrieve them directly or
target them for other attacks.","Review the contents of the site's robots.txt file, use Robots META tags
instead of entries in the robots.txt file, and/or adjust the web
server's access controls to limit access to sensitive material.","http://www.robotstxt.org/wc/exclusion.html","Contents of robots.txt :

User-agent: *
Disallow: /wp-admin/
Allow: /wp-admin/admin-ajax.php
"
"10302","","","None","paradanerd.com.br","tcp","443","Web Server robots.txt Information Disclosure","The remote web server contains a 'robots.txt' file.","The remote host contains a file named 'robots.txt' that is intended to
prevent web 'robots' from visiting certain directories in a website for
maintenance or indexing purposes.  A malicious user may also be able to
use the contents of this file to learn of sensitive documents or
directories on the affected site and either retrieve them directly or
target them for other attacks.","Review the contents of the site's robots.txt file, use Robots META tags
instead of entries in the robots.txt file, and/or adjust the web
server's access controls to limit access to sensitive material.","http://www.robotstxt.org/wc/exclusion.html","Contents of robots.txt :

User-agent: *
Disallow: /wp-admin/
Allow: /wp-admin/admin-ajax.php
"
"10302","","","None","paradanerd.com.br","tcp","8080","Web Server robots.txt Information Disclosure","The remote web server contains a 'robots.txt' file.","The remote host contains a file named 'robots.txt' that is intended to
prevent web 'robots' from visiting certain directories in a website for
maintenance or indexing purposes.  A malicious user may also be able to
use the contents of this file to learn of sensitive documents or
directories on the affected site and either retrieve them directly or
target them for other attacks.","Review the contents of the site's robots.txt file, use Robots META tags
instead of entries in the robots.txt file, and/or adjust the web
server's access controls to limit access to sensitive material.","http://www.robotstxt.org/wc/exclusion.html","Contents of robots.txt :

User-agent: *
Disallow: /wp-admin/
Allow: /wp-admin/admin-ajax.php
"
"10386","","","None","paradanerd.com.br","tcp","80","Web Server No 404 Error Code Check","The remote web server does not return 404 error codes.","The remote web server is configured such that it does not return '404
Not Found' error codes when a nonexistent file is requested, perhaps
returning instead a site map, search page or authentication page.

Nessus has enabled some counter measures for this.  However, they
might be insufficient.  If a great number of security holes are
produced for this port, they might not all be accurate.","n/a","","

CGI scanning will be disabled for this host because the host responds
to requests for non-existent URLs with HTTP code 301
rather than 404. The requested URL was : 

    http://paradanerd.com.br/E0ceC8Bz9wTS.html
"
"10386","","","None","paradanerd.com.br","tcp","443","Web Server No 404 Error Code Check","The remote web server does not return 404 error codes.","The remote web server is configured such that it does not return '404
Not Found' error codes when a nonexistent file is requested, perhaps
returning instead a site map, search page or authentication page.

Nessus has enabled some counter measures for this.  However, they
might be insufficient.  If a great number of security holes are
produced for this port, they might not all be accurate.","n/a","","

CGI scanning will be disabled for this host because the host responds
to requests for non-existent URLs with HTTP code 301
rather than 404. The requested URL was : 

    https://paradanerd.com.br/E0ceC8Bz9wTS.html
"
"10386","","","None","paradanerd.com.br","tcp","8080","Web Server No 404 Error Code Check","The remote web server does not return 404 error codes.","The remote web server is configured such that it does not return '404
Not Found' error codes when a nonexistent file is requested, perhaps
returning instead a site map, search page or authentication page.

Nessus has enabled some counter measures for this.  However, they
might be insufficient.  If a great number of security holes are
produced for this port, they might not all be accurate.","n/a","","

CGI scanning will be disabled for this host because the host responds
to requests for non-existent URLs with HTTP code 301
rather than 404. The requested URL was : 

    http://paradanerd.com.br:8080/E0ceC8Bz9wTS.html
"
"10863","","","None","paradanerd.com.br","tcp","443","SSL Certificate Information","This plugin displays the SSL certificate.","This plugin connects to every SSL-related port and attempts to 
extract and dump the X.509 certificate.","n/a","","Subject Name: 

Common Name: unigeekms.com.br

Issuer Name: 

Country: US
Organization: Let's Encrypt
Common Name: Let's Encrypt Authority X3

Serial Number: 03 4C 89 4D E6 A3 44 70 10 85 F1 35 29 F8 87 4B D4 A3 

Version: 3

Signature Algorithm: SHA-256 With RSA Encryption

Not Valid Before: Sep 11 19:50:21 2018 GMT
Not Valid After: Dec 10 19:50:21 2018 GMT

Public Key Info: 

Algorithm: RSA Encryption
Key Length: 2048 bits
Public Key: 00 9E 09 87 16 77 E6 E2 23 9F D0 8B 8E 7D BF C3 ED B5 A4 33 
            6F 00 57 94 95 F6 0C 59 6F 30 25 06 D9 F4 9C EB 56 3A 44 DA 
            2C 6D BA 56 BB C7 7E F7 C5 EF FF 75 E2 EB 0A 59 1F A8 99 8A 
            4C C8 1A 5E 74 CA 5A B8 D3 B4 19 AE 5A BB 4E CA D8 F6 67 2E 
            C5 EB 92 E1 AA 0C 98 25 3E 60 31 66 93 90 8D 8E F1 82 EA 99 
            30 D1 FE 4C 07 16 C2 D9 A8 97 38 68 BA 3F 21 0B 73 EF 0A 55 
            7C 2E 7D 8D C1 A7 B1 9C 0A 9D 41 4F F3 0B 39 A3 E9 C9 8E A1 
            18 10 AE F0 8A DF 6C 0A 8E 32 68 89 73 F7 ED 7C 1E C4 3F 09 
            25 89 81 5D F6 7C 94 88 5B 3C 12 8A 05 61 CB F8 02 3E D0 9C 
            60 61 36 E1 72 5D B6 2E 37 15 4F 43 91 33 16 E3 54 D1 00 CB 
            08 0E 19 04 08 0F 21 25 24 09 35 2C 87 22 B7 5B 07 1C 54 32 
            B6 6F 4D 4C 31 0A ED 59 BD 2A A4 6C 09 15 1D 06 F5 A8 92 22 
            BC 1A D7 24 E7 82 34 82 C2 EC 63 90 08 49 50 58 81 
Exponent: 01 00 01 

Signature Length: 256 bytes / 2048 bits
Signature: 00 74 3D ED FC B1 30 24 97 25 24 04 32 61 07 E3 5D 9D 55 4D 
           3B F2 25 91 25 D0 37 B8 87 15 C2 C7 79 4D ED 26 95 26 8A 44 
           0D F3 81 9D 05 7E 46 5E 65 0E 87 BF 8D B2 99 0F F0 79 97 34 
           30 8A C6 4A 9A 52 BE 51 FE 8F D9 F0 B0 C8 A0 6C C8 7B 72 78 
           87 15 86 06 84 C1 27 11 0E DC ED 9A 45 27 21 F1 39 4B 18 95 
           D3 8E 9A DE B8 9E 30 1F C7 0E 15 7B 5A 8B E6 ED 4F 78 47 66 
           7B BB 79 F7 94 65 61 1C 98 90 28 FD 9F 72 8F 92 8D 22 AE CD 
           C6 49 33 0A 5C A3 39 E5 E4 73 2A 14 E1 66 A5 43 72 F9 4C D2 
           1D 09 82 22 C9 08 8F 21 6D AA 13 79 75 9B 88 3D EB 83 0F D0 
           2D C1 56 B4 FB B8 9A D0 CD 99 98 F4 CA B5 9A 18 CB 89 8B 7C 
           44 90 35 84 8C AD 8E D9 50 2C 83 DD 20 A6 88 22 51 28 57 AA 
           2D D0 C5 F3 53 4B 2D FD E4 08 9E EC C1 09 F2 D1 C8 2C 2E 16 
           C5 C6 FF 4B 6F 22 36 75 C4 CF 58 5E D7 E6 14 88 1B 

Extension: Key Usage (2.5.29.15)
Critical: 1
Key Usage: Digital Signature, Key Encipherment


Extension: Extended Key Usage (2.5.29.37)
Critical: 0
Purpose#1: Web Server Authentication (1.3.6.1.5.5.7.3.1)
Purpose#2: Web Client Authentication (1.3.6.1.5.5.7.3.2)


Extension: Basic Constraints (2.5.29.19)
Critical: 1


Extension: Subject Key Identifier (2.5.29.14)
Critical: 0
Subject Key Identifier: 1F A0 E2 5D C0 3F 6E ED E6 9B 14 30 15 6C E1 B6 A4 6A 51 0F 


Extension: Authority Key Identifier (2.5.29.35)
Critical: 0
Key Identifier: A8 4A 6A 63 04 7D DD BA E6 D1 39 B7 A6 45 65 EF F3 A8 EC A1 


Extension: Authority Information Access (1.3.6.1.5.5.7.1.1)
Critical: 0
Method#1: Online Certificate Status Protocol
URI: http://ocsp.int-x3.letsencrypt.org
Method#2: Certificate Authority Issuers
URI: http://cert.int-x3.letsencrypt.org/


Extension: Subject Alternative Name (2.5.29.17)
Critical: 0
DNS: autodiscover.paradanerd.com.br
DNS: autodiscover.unigeekms.com.br
DNS: cosplayms.paradanerd.com.br
DNS: cpanel.paradanerd.com.br
DNS: cpanel.unigeekms.com.br
DNS: eventoparadanerd.paradanerd.com.br
DNS: mail.paradanerd.com.br
DNS: mail.unigeekms.com.br
DNS: paradanerd.com.br
DNS: unigeekms.com.br
DNS: unigeekms.paradanerd.com.br
DNS: webdisk.paradanerd.com.br
DNS: webdisk.unigeekms.com.br
DNS: webmail.paradanerd.com.br
DNS: webmail.unigeekms.com.br
DNS: www.cosplayms.paradanerd.com.br
DNS: www.eventoparadanerd.paradanerd.com.br
DNS: www.paradanerd.com.br
DNS: www.unigeekms.com.br
DNS: www.unigeekms.paradanerd.com.br


Extension: Policies (2.5.29.32)
Critical: 0
Policy ID #1: 2.23.140.1.2.1
Policy ID #2: 1.3.6.1.4.1.44947.1.1.1
Qualifier ID #2: Certification Practice Statement (1.3.6.1.5.5.7.2.1)
CPS URI: http://cps.letsencrypt.org


Extension: 1.3.6.1.4.1.11129.2.4.2
Critical: 0
Data: 04 81 F2 00 F0 00 77 00 C1 16 4A E0 A7 72 D2 D4 39 2D C8 0A 
      C1 07 70 D4 F0 C4 9B DE 99 1A 48 40 C1 FA 07 51 64 F6 33 60 
      00 00 01 65 CA 66 3A 59 00 00 04 03 00 48 30 46 02 21 00 9E 
      B6 C8 B0 79 0B ED 50 3C 78 DB 3B 1C 73 4E C6 3D 55 8E 97 88 
      CD 6B 7A 49 C8 DC 03 01 8B 8D 6A 02 21 00 EE D1 A5 34 8E 28 
      66 B0 6B A2 DF 50 2B 6D 7F 2E 02 24 00 0E 1C 17 A5 CF B0 A8 
      4F CC FF 89 90 47 00 75 00 29 3C 51 96 54 C8 39 65 BA AA 50 
      FC 58 07 D4 B7 6F BF 58 7A 29 72 DC A4 C3 0C F4 E5 45 47 F4 
      78 00 00 01 65 CA 66 3A 6D 00 00 04 03 00 46 30 44 02 20 22 
      44 DF C1 F8 67 93 F9 13 FF 85 F8 2B 33 7B F0 B3 3E 63 F0 43 
      62 91 2F 9D 48 56 68 FB 75 2A CF 02 20 1A DA 0E 09 36 75 7B 
      94 1E DC C4 2F 8E AD 06 DA B7 AC FF A8 F0 CF BB EB DB 34 D4 
      33 97 08 43 E1 


Fingerprints : 

SHA-256 Fingerprint: 6A 88 19 A6 3A 5E 39 92 36 03 5B 59 4B AC 93 DB 1D 7C C6 CF 
                     A1 A8 B2 39 FD 92 D1 18 67 3D 28 8E 
SHA-1 Fingerprint: 53 70 A2 C6 C1 85 1E AB D1 6D 6E AB 97 78 31 CB 49 60 B4 A7 
MD5 Fingerprint: 0C 06 06 8C BE C5 30 BE 4B 88 0E BF D7 28 85 5C 

"
"10863","","","None","paradanerd.com.br","tcp","993","SSL Certificate Information","This plugin displays the SSL certificate.","This plugin connects to every SSL-related port and attempts to 
extract and dump the X.509 certificate.","n/a","","Subject Name: 

Organization Unit: Domain Control Validated
Organization Unit: Hosted by HostGator.com, LLC.
Organization Unit: PositiveSSL Wildcard
Common Name: *.ehosts.com

Issuer Name: 

Country: GB
State/Province: Greater Manchester
Locality: Salford
Organization: COMODO CA Limited
Common Name: COMODO RSA Domain Validation Secure Server CA

Serial Number: 00 9A 1B BC 95 49 4D D4 6D 80 20 22 19 EA F1 6F 73 

Version: 3

Signature Algorithm: SHA-256 With RSA Encryption

Not Valid Before: Jun 29 00:00:00 2017 GMT
Not Valid After: Jun 28 23:59:59 2020 GMT

Public Key Info: 

Algorithm: RSA Encryption
Key Length: 2048 bits
Public Key: 00 C9 17 3E 1E 1B 25 78 4A 21 8A 46 A3 F3 F8 C8 9A 12 43 4D 
            26 47 96 0A 8C B7 A4 24 16 53 ED CD 30 22 C8 F0 1B 44 46 EB 
            93 B4 23 83 15 36 15 E2 E6 3A 51 BC 6D 7A 7B 1C 34 BD 03 42 
            2B E0 D8 25 D3 3A 2F 47 2B 3D 20 A6 34 C6 8E 94 D3 91 2E B6 
            9E 10 34 11 DD 42 53 B0 F6 E5 74 FA 8C DD E5 53 07 17 B6 91 
            02 21 B0 53 D8 A2 EF 90 FD B3 14 14 3B 7F 4E 95 5D DC 5F 73 
            BC E5 D6 2E C5 04 37 C6 0C F3 6B B1 07 20 BF 73 C8 85 CE 9C 
            81 C1 5F 21 A0 33 36 CB BD 6E 82 4B 59 9B 1B 1B 77 5A 7A 54 
            7E 96 72 9B 60 BC F5 9E 32 20 A6 84 E6 71 93 C0 5F 2B 62 8C 
            84 CD AD F4 A9 92 14 72 22 28 32 2F B0 02 EA 68 7A 20 76 CA 
            63 F3 4E 34 EA 8E 29 0B 62 F2 A4 67 83 02 A5 C1 C8 65 7E 89 
            88 CC 5B 64 B4 FA 98 41 31 FD 91 71 F3 DB E0 40 5E 6A 40 E8 
            55 31 21 9A 48 A2 E6 F6 7B F3 3B E9 C6 D3 9F 63 95 
Exponent: 01 00 01 

Signature Length: 256 bytes / 2048 bits
Signature: 00 1B BB 86 77 BC 4E AD 27 29 AF 95 61 64 54 D0 29 2D 47 25 
           83 C4 0B 39 2E C3 52 4D 3D 48 2A 0A F1 AE 15 78 E7 37 96 DC 
           0C 7D DC CB 80 63 42 36 C1 E2 DB BF 5A DE 0B A0 0B D7 0F 0C 
           A1 85 02 12 CC 42 CA 79 38 BF 23 81 DB 81 BB AC F2 7A 62 EA 
           1D 08 2E EA 67 FA 6A 75 4E 85 AE E1 EB 0D 80 C2 F2 4B 27 11 
           6A 80 E2 A1 BA 33 24 0F B0 17 FA 8E 1B 10 4C 90 CA DB 1F D0 
           1E 03 71 8D E4 F0 A4 D1 1F 62 CE 36 4C CE 63 2E E7 0F F2 29 
           FC E9 1F A4 CE A6 23 7B 0E 4D 96 D1 2D 3B 93 2F 43 60 82 C8 
           3C AA AE 4B 80 E4 04 7E 4C B8 AE 73 48 77 11 8C 6F 14 81 46 
           40 5E EE 9B 87 51 DF 98 AD 5D 5C BC DF 57 55 55 A2 E5 4B E4 
           36 F1 34 42 7E 63 A1 45 3E 53 16 EB CF 71 34 DD F2 84 E9 C6 
           37 4F B9 E7 3B D2 B4 38 96 9D D4 97 46 F4 09 8D 0E 2D 03 35 
           81 E5 4F 16 13 10 17 C6 FC 90 43 9E 58 BF 75 CF 91 

Extension: Authority Key Identifier (2.5.29.35)
Critical: 0
Key Identifier: 90 AF 6A 3A 94 5A 0B D8 90 EA 12 56 73 DF 43 B4 3A 28 DA E7 


Extension: Subject Key Identifier (2.5.29.14)
Critical: 0
Subject Key Identifier: 48 80 7F B7 20 A2 7A 0C DC 4B 30 46 AB 57 E0 3F 7B 07 D8 A3 


Extension: Key Usage (2.5.29.15)
Critical: 1
Key Usage: Digital Signature, Key Encipherment


Extension: Basic Constraints (2.5.29.19)
Critical: 1


Extension: Extended Key Usage (2.5.29.37)
Critical: 0
Purpose#1: Web Server Authentication (1.3.6.1.5.5.7.3.1)
Purpose#2: Web Client Authentication (1.3.6.1.5.5.7.3.2)


Extension: Policies (2.5.29.32)
Critical: 0
Policy ID #1: 1.3.6.1.4.1.6449.1.2.2.7
Qualifier ID #1: Certification Practice Statement (1.3.6.1.5.5.7.2.1)
CPS URI: https://secure.comodo.com/CPS
Policy ID #2: 2.23.140.1.2.1


Extension: CRL Distribution Points (2.5.29.31)
Critical: 0
URI: http://crl.comodoca.com/COMODORSADomainValidationSecureServerCA.crl


Extension: Authority Information Access (1.3.6.1.5.5.7.1.1)
Critical: 0
Method#1: Certificate Authority Issuers
URI: http://crt.comodoca.com/COMODORSADomainValidationSecureServerCA.crt
Method#2: Online Certificate Status Protocol
URI: http://ocsp.comodoca.com


Extension: Subject Alternative Name (2.5.29.17)
Critical: 0
DNS: *.ehosts.com
DNS: ehosts.com


Fingerprints : 

SHA-256 Fingerprint: 6D 90 D2 48 54 B7 80 C9 6C 6C 8E F5 BF D2 31 1A C7 BF 38 9A 
                     EE CD 20 68 EA 96 8B 70 B7 26 EF 29 
SHA-1 Fingerprint: 3E CA 97 1D 9F B1 7E 09 AF 5E EC 5E B5 02 00 12 CB A2 64 B9 
MD5 Fingerprint: EE 5E 04 A9 31 FD AF 5F D6 D0 62 55 18 B8 96 31 

"
"10863","","","None","paradanerd.com.br","tcp","143","SSL Certificate Information","This plugin displays the SSL certificate.","This plugin connects to every SSL-related port and attempts to 
extract and dump the X.509 certificate.","n/a","","Subject Name: 

Organization Unit: Domain Control Validated
Organization Unit: Hosted by HostGator.com, LLC.
Organization Unit: PositiveSSL Wildcard
Common Name: *.ehosts.com

Issuer Name: 

Country: GB
State/Province: Greater Manchester
Locality: Salford
Organization: COMODO CA Limited
Common Name: COMODO RSA Domain Validation Secure Server CA

Serial Number: 00 9A 1B BC 95 49 4D D4 6D 80 20 22 19 EA F1 6F 73 

Version: 3

Signature Algorithm: SHA-256 With RSA Encryption

Not Valid Before: Jun 29 00:00:00 2017 GMT
Not Valid After: Jun 28 23:59:59 2020 GMT

Public Key Info: 

Algorithm: RSA Encryption
Key Length: 2048 bits
Public Key: 00 C9 17 3E 1E 1B 25 78 4A 21 8A 46 A3 F3 F8 C8 9A 12 43 4D 
            26 47 96 0A 8C B7 A4 24 16 53 ED CD 30 22 C8 F0 1B 44 46 EB 
            93 B4 23 83 15 36 15 E2 E6 3A 51 BC 6D 7A 7B 1C 34 BD 03 42 
            2B E0 D8 25 D3 3A 2F 47 2B 3D 20 A6 34 C6 8E 94 D3 91 2E B6 
            9E 10 34 11 DD 42 53 B0 F6 E5 74 FA 8C DD E5 53 07 17 B6 91 
            02 21 B0 53 D8 A2 EF 90 FD B3 14 14 3B 7F 4E 95 5D DC 5F 73 
            BC E5 D6 2E C5 04 37 C6 0C F3 6B B1 07 20 BF 73 C8 85 CE 9C 
            81 C1 5F 21 A0 33 36 CB BD 6E 82 4B 59 9B 1B 1B 77 5A 7A 54 
            7E 96 72 9B 60 BC F5 9E 32 20 A6 84 E6 71 93 C0 5F 2B 62 8C 
            84 CD AD F4 A9 92 14 72 22 28 32 2F B0 02 EA 68 7A 20 76 CA 
            63 F3 4E 34 EA 8E 29 0B 62 F2 A4 67 83 02 A5 C1 C8 65 7E 89 
            88 CC 5B 64 B4 FA 98 41 31 FD 91 71 F3 DB E0 40 5E 6A 40 E8 
            55 31 21 9A 48 A2 E6 F6 7B F3 3B E9 C6 D3 9F 63 95 
Exponent: 01 00 01 

Signature Length: 256 bytes / 2048 bits
Signature: 00 1B BB 86 77 BC 4E AD 27 29 AF 95 61 64 54 D0 29 2D 47 25 
           83 C4 0B 39 2E C3 52 4D 3D 48 2A 0A F1 AE 15 78 E7 37 96 DC 
           0C 7D DC CB 80 63 42 36 C1 E2 DB BF 5A DE 0B A0 0B D7 0F 0C 
           A1 85 02 12 CC 42 CA 79 38 BF 23 81 DB 81 BB AC F2 7A 62 EA 
           1D 08 2E EA 67 FA 6A 75 4E 85 AE E1 EB 0D 80 C2 F2 4B 27 11 
           6A 80 E2 A1 BA 33 24 0F B0 17 FA 8E 1B 10 4C 90 CA DB 1F D0 
           1E 03 71 8D E4 F0 A4 D1 1F 62 CE 36 4C CE 63 2E E7 0F F2 29 
           FC E9 1F A4 CE A6 23 7B 0E 4D 96 D1 2D 3B 93 2F 43 60 82 C8 
           3C AA AE 4B 80 E4 04 7E 4C B8 AE 73 48 77 11 8C 6F 14 81 46 
           40 5E EE 9B 87 51 DF 98 AD 5D 5C BC DF 57 55 55 A2 E5 4B E4 
           36 F1 34 42 7E 63 A1 45 3E 53 16 EB CF 71 34 DD F2 84 E9 C6 
           37 4F B9 E7 3B D2 B4 38 96 9D D4 97 46 F4 09 8D 0E 2D 03 35 
           81 E5 4F 16 13 10 17 C6 FC 90 43 9E 58 BF 75 CF 91 

Extension: Authority Key Identifier (2.5.29.35)
Critical: 0
Key Identifier: 90 AF 6A 3A 94 5A 0B D8 90 EA 12 56 73 DF 43 B4 3A 28 DA E7 


Extension: Subject Key Identifier (2.5.29.14)
Critical: 0
Subject Key Identifier: 48 80 7F B7 20 A2 7A 0C DC 4B 30 46 AB 57 E0 3F 7B 07 D8 A3 


Extension: Key Usage (2.5.29.15)
Critical: 1
Key Usage: Digital Signature, Key Encipherment


Extension: Basic Constraints (2.5.29.19)
Critical: 1


Extension: Extended Key Usage (2.5.29.37)
Critical: 0
Purpose#1: Web Server Authentication (1.3.6.1.5.5.7.3.1)
Purpose#2: Web Client Authentication (1.3.6.1.5.5.7.3.2)


Extension: Policies (2.5.29.32)
Critical: 0
Policy ID #1: 1.3.6.1.4.1.6449.1.2.2.7
Qualifier ID #1: Certification Practice Statement (1.3.6.1.5.5.7.2.1)
CPS URI: https://secure.comodo.com/CPS
Policy ID #2: 2.23.140.1.2.1


Extension: CRL Distribution Points (2.5.29.31)
Critical: 0
URI: http://crl.comodoca.com/COMODORSADomainValidationSecureServerCA.crl


Extension: Authority Information Access (1.3.6.1.5.5.7.1.1)
Critical: 0
Method#1: Certificate Authority Issuers
URI: http://crt.comodoca.com/COMODORSADomainValidationSecureServerCA.crt
Method#2: Online Certificate Status Protocol
URI: http://ocsp.comodoca.com


Extension: Subject Alternative Name (2.5.29.17)
Critical: 0
DNS: *.ehosts.com
DNS: ehosts.com


Fingerprints : 

SHA-256 Fingerprint: 6D 90 D2 48 54 B7 80 C9 6C 6C 8E F5 BF D2 31 1A C7 BF 38 9A 
                     EE CD 20 68 EA 96 8B 70 B7 26 EF 29 
SHA-1 Fingerprint: 3E CA 97 1D 9F B1 7E 09 AF 5E EC 5E B5 02 00 12 CB A2 64 B9 
MD5 Fingerprint: EE 5E 04 A9 31 FD AF 5F D6 D0 62 55 18 B8 96 31 

"
